,Address,Ins,Outs,Balance,Label,In_amount,Out_amount,Total,First_in,Last_in,First_out,Last_out,Address_length,Percentage,Diff,Percentage_ins,Percentage_outs,Percentage_diff,Interval_in,Interval_out,Interval_diff,Interval_first,Interval_in_days,Interval_out_days,Interval_first_days,Avg_acc_in,Avg_acc_out,Diff_avg_acc,Last_transaction,Interval_from_last_tx,Interval_from_last_tx_days,Last_future,genesis,First in,genesis_to_first_in,genesis_to_first_in_days
44,DFCT8ZPq6MytZU3HSvbTJevxt4MLq2Xasu,22.0,1.0,227000015.0,,227000024.69829008,10.0,23.0,2021-03-30 05:36:00,2021-12-31 19:27:00,2021-03-30 10:34:00,2021-03-30 10:34:00,34,0.17110123991859502,21.0,95.65217391304348,4.3478260869565215,91.30434782608695,276 days 13:51:00.000000000,0 days 00:00:00.000000000,276 days 13:51:00.000000000,0 days 04:58:00.000000000,276.0,0.0,0.0,822463.8576025002,inf,-inf,2021-12-31 19:27:00,192 days 21:33:00.000000000,192.0,False,2013-12-06 00:00:00,2021-03-30 05:36:00,2671 days 05:36:00.000000000,2671.0
45,D8znPD1n3F7KoV9pTBAzyUuEmKG65GG9ab,9.0,0.0,225020506.0,,225020506.04121223,0.0,9.0,2015-10-21 22:16:00,2021-12-31 19:28:00,,,34,0.16960918519635185,9.0,100.0,0.0,100.0,2262 days 21:12:00.000000000,,,,2262.0,,,99478.56146826358,,,2021-12-31 19:28:00,192 days 21:32:00.000000000,192.0,False,2013-12-06 00:00:00,2015-10-21 22:16:00,684 days 22:16:00.000000000,684.0
46,D8AGXH8zdcNnGbzBtR23UExtbCnTYS1h3n,6.0,0.0,221581598.0,,221581597.6465164,0.0,6.0,2021-05-07 11:57:00,2021-12-31 19:28:00,,,34,0.16701710861536143,6.0,100.0,0.0,100.0,238 days 07:31:00.000000000,,,,238.0,,,931015.1161618336,,,2021-12-31 19:28:00,192 days 21:32:00.000000000,192.0,False,2013-12-06 00:00:00,2021-05-07 11:57:00,2709 days 11:57:00.000000000,2709.0
47,DQFoGSJspF6M2rAHShe7tmMEtTnodFSKHW,6.0,0.0,220003216.0,,220003215.90846583,0.0,6.0,2021-05-06 21:13:00,2021-12-31 19:28:00,,,34,0.16582740333157459,6.0,100.0,0.0,100.0,238 days 22:15:00.000000000,,,,238.0,,,924383.2601196043,,,2021-12-31 19:28:00,192 days 21:32:00.000000000,192.0,False,2013-12-06 00:00:00,2021-05-06 21:13:00,2708 days 21:13:00.000000000,2708.0
48,DHSxXxD1hfXxghtk6ZGboGME5UwSdFRNHk,6.0,5.0,219998876.0,,219998881.06541225,5.04121222,11.0,2022-05-13 14:19:00,2022-06-20 22:02:00,2022-06-20 04:49:00,2022-06-21 00:01:00,34,0.1658241320569835,1.0,54.54545454545454,45.45454545454545,9.090909090909092,38 days 07:43:00.000000000,0 days 19:12:00.000000000,37 days 12:31:00.000000000,37 days 14:30:00.000000000,38.0,0.0,37.0,5789444.238563481,inf,-inf,2022-06-21 00:01:00,21 days 16:59:00.000000000,21.0,False,2013-12-06 00:00:00,2022-05-13 14:19:00,3080 days 14:19:00.000000000,3080.0
49,DAN6kLu7xtRFkUZhPCEiCUNpJjsAZPWCRq,6.0,0.0,218344741.0,,218344741.06714612,0.0,6.0,2021-09-17 10:24:00,2021-12-31 19:35:00,,,34,0.164577327956584,6.0,100.0,0.0,100.0,105 days 09:11:00.000000000,,,,105.0,,,2079473.7244490108,,,2021-12-31 19:35:00,192 days 21:25:00.000000000,192.0,False,2013-12-06 00:00:00,2021-09-17 10:24:00,2842 days 10:24:00.000000000,2842.0
50,DHFu8WjwXzHVy9pknMrxdQpePFir2FmiuG,19264.0,0.0,192988371.0,,193249056.77523345,0.0,19264.0,2021-11-09 19:17:00,2022-07-12 13:30:00,,,34,0.14546496645812917,19264.0,100.0,0.0,100.0,244 days 18:13:00.000000000,,,,244.0,,,792004.3310460388,,,2022-07-12 13:30:00,0 days 03:30:00.000000000,0.0,False,2013-12-06 00:00:00,2021-11-09 19:17:00,2895 days 19:17:00.000000000,2895.0
51,D78RSZmmfSXUAgFivtg5Ld5NMChVeDyWx8,11822.0,9705.0,190160026.0,,7133790991.147999,6942179501.67241,21527.0,2021-05-18 04:30:00,2022-07-12 13:35:00,2021-05-18 12:26:00,2022-07-07 09:53:00,34,0.1433331016808623,2117.0,54.917080875180005,45.082919124819995,9.834161750360012,420 days 09:05:00.000000000,414 days 21:27:00.000000000,5 days 11:38:00.000000000,0 days 07:56:00.000000000,420.0,414.0,0.0,16985216.645590473,16768549.52094785,216667.1246426236,2022-07-12 13:35:00,0 days 03:25:00.000000000,0.0,False,2013-12-06 00:00:00,2021-05-18 04:30:00,2720 days 04:30:00.000000000,2720.0
52,DGJNetovmNoBZiF5YymLfcc4R8LAQeewkz,1.0,0.0,186139953.0,,186139952.87889004,0.0,1.0,2022-07-10 03:52:00,2022-07-10 03:52:00,,,34,0.1403029720358785,1.0,100.0,0.0,100.0,0 days 00:00:00.000000000,,,,0.0,,,inf,,,2022-07-10 03:52:00,2 days 13:08:00.000000000,2.0,False,2013-12-06 00:00:00,2022-07-10 03:52:00,3138 days 03:52:00.000000000,3138.0
53,DLZxgWfMASwbqtRFtLy6rVEAjTzMcSguJe,240.0,223.0,185390129.0,Exchange,1527714849.0927622,1342324720.4811044,463.0,2017-04-29 07:43:00,2021-12-31 19:35:00,2017-04-29 07:46:00,2018-03-18 15:21:00,34,0.13973779226652597,17.0,51.83585313174947,48.16414686825054,3.6717062634989204,1707 days 11:52:00.000000000,323 days 07:35:00.000000000,1384 days 04:17:00.000000000,0 days 00:03:00.000000000,1707.0,323.0,0.0,894970.6204409855,4155804.088176794,-3260833.4677358083,2021-12-31 19:35:00,192 days 21:25:00.000000000,192.0,False,2013-12-06 00:00:00,2017-04-29 07:43:00,1240 days 07:43:00.000000000,1240.0
54,DL6eP9yfnmJTVewgw63V1ueDErBjYCnE3P,34.0,16.0,182647850.0,,480999962.15696484,298352112.51713324,50.0,2018-11-27 03:34:00,2021-12-31 05:31:00,2019-09-04 03:55:00,2022-06-01 01:13:00,34,0.13767079972865004,18.0,68.0,32.0,36.0,1130 days 01:57:00.000000000,1000 days 21:18:00.000000000,129 days 04:39:00.000000000,281 days 00:21:00.000000000,1130.0,1000.0,281.0,425663.68332474766,298352.11251713324,127311.57080761442,2022-06-01 01:13:00,41 days 15:47:00.000000000,41.0,False,2013-12-06 00:00:00,2018-11-27 03:34:00,1817 days 03:34:00.000000000,1817.0
55,DPtCFXLTkqSzUTHCt3JEkbh8LHCxN22EUz,13545.0,13079.0,180959543.0,,2854927240.108252,2673990963.146407,26624.0,2022-01-04 15:36:00,2022-07-12 13:37:00,2022-01-05 11:08:00,2022-07-12 13:37:00,34,0.13639823848647017,466.0,50.87515024038461,49.12484975961539,1.7503004807692308,188 days 22:01:00.000000000,188 days 02:29:00.000000000,0 days 19:32:00.000000000,0 days 19:32:00.000000000,188.0,188.0,0.0,15185783.19206517,14223356.186948974,962427.0051161963,2022-07-12 13:37:00,0 days 03:23:00.000000000,0.0,False,2013-12-06 00:00:00,2022-01-04 15:36:00,2951 days 15:36:00.000000000,2951.0
56,DSS3QiBvezK8rZSS7GzDf9qyWHEdr8t2b8,9.0,0.0,180780767.0,,180780766.58620268,0.0,9.0,2022-04-14 16:34:00,2022-06-20 22:02:00,,,34,0.13626348609331423,9.0,100.0,0.0,100.0,67 days 05:28:00.000000000,,,,67.0,,,2698220.3968089954,,,2022-06-20 22:02:00,21 days 18:58:00.000000000,21.0,False,2013-12-06 00:00:00,2022-04-14 16:34:00,3051 days 16:34:00.000000000,3051.0
57,DD1h9ojoyAdAGLXaqgqZP3j86AtxZs6jCn,371.0,361.0,176644459.0,,15538873922.702541,15362229463.231531,732.0,2019-07-16 14:49:00,2021-12-31 19:35:00,2019-07-16 15:54:00,2021-01-30 09:07:00,34,0.13314574432803197,10.0,50.68306010928961,49.31693989071038,1.366120218579235,899 days 04:46:00.000000000,563 days 17:13:00.000000000,335 days 11:33:00.000000000,0 days 01:05:00.000000000,899.0,563.0,0.0,17284620.603673574,27286375.600766484,-10001754.99709291,2021-12-31 19:35:00,192 days 21:25:00.000000000,192.0,False,2013-12-06 00:00:00,2019-07-16 14:49:00,2048 days 14:49:00.000000000,2048.0
58,DEXZ68xXMW8VX2UGP9kbDgyduEZwacGmMc,1262.0,947.0,175676873.0,,1240452759.3157792,1064775886.7957793,2209.0,2021-05-04 18:47:00,2022-07-09 21:22:00,2021-05-05 01:45:00,2022-07-01 19:19:00,34,0.13241642647169669,315.0,57.12992304210049,42.8700769578995,14.259846084200998,431 days 02:35:00.000000000,422 days 17:34:00.000000000,8 days 09:01:00.000000000,0 days 06:58:00.000000000,431.0,422.0,0.0,2878080.6480644527,2523165.608520804,354915.0395436487,2022-07-09 21:22:00,2 days 19:38:00.000000000,2.0,False,2013-12-06 00:00:00,2021-05-04 18:47:00,2706 days 18:47:00.000000000,2706.0
59,DFfEX64RwVysrk65F47GoSiuc38hLvxnjX,20.0,6.0,169862347.0,,641788971.2594651,471926624.6874328,26.0,2021-01-05 11:32:00,2022-03-02 17:51:00,2021-01-05 11:35:00,2022-06-08 23:43:00,34,0.128033728047034,14.0,76.92307692307693,23.076923076923077,53.84615384615385,421 days 06:19:00.000000000,519 days 12:08:00.000000000,-99 days +18:11:00.000000000,0 days 00:03:00.000000000,421.0,519.0,0.0,1524439.3616614372,909299.8548890806,615139.5067723566,2022-06-08 23:43:00,33 days 17:17:00.000000000,33.0,False,2013-12-06 00:00:00,2021-01-05 11:32:00,2587 days 11:32:00.000000000,2587.0
60,DCLHWoDUWkfM6ejSBPnV64wBgcDnn8twEp,1.0,0.0,164999999.0,,164999999.0,0.0,1.0,2022-07-08 08:26:00,2022-07-08 08:26:00,,,34,0.12436873370015829,1.0,100.0,0.0,100.0,0 days 00:00:00.000000000,,,,0.0,,,inf,,,2022-07-08 08:26:00,4 days 08:34:00.000000000,4.0,False,2013-12-06 00:00:00,2022-07-08 08:26:00,3136 days 08:26:00.000000000,3136.0
61,DR2SpAVZPwJDVxJgTkJvGej3HC5aLBhQBM,135.0,119.0,163708101.0,Exchange,960820917.0970645,797112815.873881,254.0,2017-03-26 11:47:00,2022-01-01 20:20:00,2017-03-26 18:59:00,2018-03-18 16:49:00,34,0.12339496570437929,16.0,53.14960629921261,46.8503937007874,6.299212598425196,1742 days 08:33:00.000000000,356 days 21:50:00.000000000,1385 days 10:43:00.000000000,0 days 07:12:00.000000000,1742.0,356.0,0.0,551561.9501131254,2239080.943465958,-1687518.9933528325,2022-01-01 20:20:00,191 days 20:40:00.000000000,191.0,False,2013-12-06 00:00:00,2017-03-26 11:47:00,1206 days 11:47:00.000000000,1206.0
62,DEnzooCbsBkUjqKJJh7SvWfSwKxBhbqyGi,8.0,0.0,162867655.0,,5.04121222,0.0,8.0,2022-02-10 16:32:00,2022-06-20 22:02:00,,,34,0.12276147961106504,8.0,100.0,0.0,100.0,130 days 05:30:00.000000000,,,,130.0,,,0.03877855553846154,,,2022-06-20 22:02:00,21 days 18:58:00.000000000,21.0,False,2013-12-06 00:00:00,2022-02-10 16:32:00,2988 days 16:32:00.000000000,2988.0
63,DLPaeuaJi2JLUcvYHD4ddLxadwnGaVSt4p,259988.0,259377.0,162346418.0,,21571123469.637764,21408980233.37517,519365.0,2021-02-11 07:27:00,2022-07-12 13:46:00,2021-02-11 07:51:00,2022-07-12 13:46:00,34,0.12236859727142535,611.0,50.05882183050456,49.941178169495444,0.11764366100911691,516 days 06:19:00.000000000,516 days 05:55:00.000000000,0 days 00:24:00.000000000,0 days 00:24:00.000000000,516.0,516.0,0.0,41804502.8481352,41490271.77010692,314231.078028284,2022-07-12 13:46:00,0 days 03:14:00.000000000,0.0,False,2013-12-06 00:00:00,2021-02-11 07:27:00,2624 days 07:27:00.000000000,2624.0
64,DLDPcmz1omzix37UPwXCfZvLjAEcJ2yLHb,6.0,5.0,161226551.0,,161226556.51379177,5.04121222,11.0,2022-05-13 14:19:00,2022-06-20 22:02:00,2022-06-20 03:04:00,2022-06-20 22:30:00,34,0.12152449762568779,1.0,54.54545454545454,45.45454545454545,9.090909090909092,38 days 07:43:00.000000000,0 days 19:26:00.000000000,37 days 12:17:00.000000000,37 days 12:45:00.000000000,38.0,0.0,37.0,4242804.118783994,inf,-inf,2022-06-20 22:30:00,21 days 18:30:00.000000000,21.0,False,2013-12-06 00:00:00,2022-05-13 14:19:00,3080 days 14:19:00.000000000,3080.0
65,DF1R6bUwDcYsaqZr6bKsrmtVSnwGpQeyLn,1532.0,1478.0,161089350.0,,,,3010.0,2019-10-17 22:47:00,2022-07-12 13:06:00,2019-10-18 01:31:00,2022-07-06 09:24:00,34,0.1214210823848647,54.0,50.897009966777404,49.102990033222596,1.7940199335548173,998 days 14:19:00.000000000,992 days 07:53:00.000000000,6 days 06:26:00.000000000,0 days 02:44:00.000000000,998.0,992.0,0.0,,,,2022-07-12 13:06:00,0 days 03:54:00.000000000,0.0,False,2013-12-06 00:00:00,2019-10-17 22:47:00,2141 days 22:47:00.000000000,2141.0
66,DE1ekWYKnnTRn9vctx4UDgPZczW5RdAb3S,979.0,531.0,159687723.0,,1015664992.5561199,855977270.0021182,1510.0,2019-12-19 13:09:00,2022-06-07 05:38:00,2020-01-03 14:04:00,2022-05-28 07:53:00,34,0.12036460616567422,448.0,64.8344370860927,35.16556291390728,29.668874172185433,900 days 16:29:00.000000000,875 days 17:49:00.000000000,24 days 22:40:00.000000000,15 days 00:55:00.000000000,900.0,875.0,15.0,1128516.6583956887,978259.737145278,150256.92125041073,2022-06-07 05:38:00,35 days 11:22:00.000000000,35.0,False,2013-12-06 00:00:00,2019-12-19 13:09:00,2204 days 13:09:00.000000000,2204.0
67,DSVE8hQgj8XmkH5ixLJ23utaUHzRZY6MRF,23.0,0.0,150000007.0,,150000007.19121298,0.0,23.0,2014-02-04 07:14:00,2022-01-01 20:20:00,,,34,0.11306249114343861,23.0,100.0,0.0,100.0,2888 days 13:06:00.000000000,,,,2888.0,,,51939.06066177735,,,2022-01-01 20:20:00,191 days 20:40:00.000000000,191.0,False,2013-12-06 00:00:00,2014-02-04 07:14:00,60 days 07:14:00.000000000,60.0
68,DEHiiX3YuFKzRFbXQLgJ6wtqgmAUN8EZaG,6.0,0.0,149924195.0,,149924195.300769,0.0,6.0,2022-03-28 18:09:00,2022-04-01 22:37:00,,,34,0.11300534785558151,6.0,100.0,0.0,100.0,4 days 04:28:00.000000000,,,,4.0,,,37481048.82519225,,,2022-04-01 22:37:00,101 days 18:23:00.000000000,101.0,False,2013-12-06 00:00:00,2022-03-28 18:09:00,3034 days 18:09:00.000000000,3034.0
69,DQ5xwLot4js7ehQ9L65iq5jxWz4DxNvhQ9,20.0,5.0,146402402.0,,309770979.8200832,163368577.79845,25.0,2019-03-17 06:13:00,2022-01-01 20:20:00,2019-03-17 06:18:00,2021-01-30 03:27:00,34,0.1103507967136504,15.0,80.0,20.0,60.0,1021 days 14:07:00.000000000,684 days 21:09:00.000000000,336 days 16:58:00.000000000,0 days 00:05:00.000000000,1021.0,684.0,0.0,303399.58846237336,238842.9499977339,64556.63846463946,2022-01-01 20:20:00,191 days 20:40:00.000000000,191.0,False,2013-12-06 00:00:00,2019-03-17 06:13:00,1927 days 06:13:00.000000000,1927.0
70,DEN9enVfqSNXRz5guvEzpvQeKEx82XbJyu,14.0,0.0,143096272.0,,143096272.44121218,0.0,14.0,2018-07-07 06:01:00,2022-01-01 20:20:00,,,34,0.10785880153764982,14.0,100.0,0.0,100.0,1274 days 14:19:00.000000000,,,,1274.0,,,112320.46502449935,,,2022-01-01 20:20:00,191 days 20:40:00.000000000,191.0,False,2013-12-06 00:00:00,2018-07-07 06:01:00,1674 days 06:01:00.000000000,1674.0
71,DRVd3RRmcUh7w8ra2HDkvNiBpYy4u4yKs1,1130.0,823.0,131942336.0,,463920470.4837122,331978134.1437122,1953.0,2021-05-06 09:30:00,2022-06-10 12:53:00,2021-05-09 01:16:00,2022-07-01 19:19:00,34,0.09945152332855958,307.0,57.85970302099335,42.140296979006656,15.719406041986685,400 days 03:23:00.000000000,418 days 18:03:00.000000000,-19 days +09:20:00.000000000,2 days 15:46:00.000000000,400.0,418.0,2.0,1159801.1762092805,794206.0625447661,365595.1136645144,2022-07-01 19:19:00,10 days 21:41:00.000000000,10.0,False,2013-12-06 00:00:00,2021-05-06 09:30:00,2708 days 09:30:00.000000000,2708.0
72,DMoonzxadHZJmgP6cCRvFZvec8wJb67j38,26.0,4.0,130000026.0,,166000026.04121223,36000000.0,30.0,2014-07-04 11:30:00,2022-01-01 20:25:00,2020-01-12 00:47:00,2020-08-18 22:11:00,34,0.09798750734906157,22.0,86.66666666666667,13.333333333333334,73.33333333333333,2738 days 08:55:00.000000000,219 days 21:24:00.000000000,2518 days 11:31:00.000000000,2017 days 13:17:00.000000000,2738.0,219.0,2017.0,60628.20527436531,164383.56164383562,-103755.3563694703,2022-01-01 20:25:00,191 days 20:35:00.000000000,191.0,False,2013-12-06 00:00:00,2014-07-04 11:30:00,210 days 11:30:00.000000000,210.0
73,DHKM6NDUUv9kaHAGi1QU7MRBNKfQiAdP3F,549.0,0.0,121621885.0,,121621884.70478664,0.0,549.0,2014-05-12 06:57:00,2022-06-23 00:00:00,,,34,0.09167248435968946,549.0,100.0,0.0,100.0,2963 days 17:03:00.000000000,,,,2963.0,,,41046.87300195297,,,2022-06-23 00:00:00,19 days 17:00:00.000000000,19.0,False,2013-12-06 00:00:00,2014-05-12 06:57:00,157 days 06:57:00.000000000,157.0
74,D7J8gJgs79VsFYkL37c1vA3vdUNhvKVLdG,111.0,91.0,120630125.0,,195804198.95603448,75174073.60896745,202.0,2021-12-07 11:09:00,2022-07-11 12:22:00,2021-12-15 14:28:00,2022-07-11 11:14:00,34,0.09092494535313182,20.0,54.95049504950495,45.04950495049505,9.900990099009901,216 days 01:13:00.000000000,207 days 20:46:00.000000000,8 days 04:27:00.000000000,8 days 03:19:00.000000000,216.0,207.0,8.0,906500.9210927523,363159.77588873164,543341.1452040207,2022-07-11 12:22:00,1 days 04:38:00.000000000,1.0,False,2013-12-06 00:00:00,2021-12-07 11:09:00,2923 days 11:09:00.000000000,2923.0
75,DFGBxpZncATmjHgKgt527yAPJxAWP6LFWC,49.0,0.0,120379269.0,,120379268.75993891,0.0,49.0,2021-06-04 00:29:00,2022-01-24 19:20:00,,,34,0.09073586266676717,49.0,100.0,0.0,100.0,234 days 18:51:00.000000000,,,,234.0,,,514441.3194869184,,,2022-01-24 19:20:00,168 days 21:40:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-04 00:29:00,2737 days 00:29:00.000000000,2737.0
76,DCTpBbA5HUgcf39219AWtZuf76pNxM1m4e,49.0,0.0,120203362.0,,120203362.12154524,0.0,49.0,2021-06-03 18:32:00,2022-01-24 18:24:00,,,34,0.0906032727820909,49.0,100.0,0.0,100.0,234 days 23:52:00.000000000,,,,234.0,,,513689.5817160053,,,2022-01-24 18:24:00,168 days 22:36:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-03 18:32:00,2736 days 18:32:00.000000000,2736.0
77,D5yVYrobXFZLCPdCYVf9ndJ1aUvjhsyazg,59.0,0.0,120203362.0,,120203362.12154524,0.0,59.0,2021-06-03 16:30:00,2022-01-24 18:24:00,,,34,0.0906032727820909,59.0,100.0,0.0,100.0,235 days 01:54:00.000000000,,,,235.0,,,511503.6686023202,,,2022-01-24 18:24:00,168 days 22:36:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-03 16:30:00,2736 days 16:30:00.000000000,2736.0
78,DCjbrhWwy92ZXHM598F5WtUsPB2z1iyphf,50.0,0.0,120203362.0,,120203362.12154524,0.0,50.0,2021-06-03 16:12:00,2022-01-24 18:06:00,,,34,0.0906032727820909,50.0,100.0,0.0,100.0,235 days 01:54:00.000000000,,,,235.0,,,511503.6686023202,,,2022-01-24 18:06:00,168 days 22:54:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-03 16:12:00,2736 days 16:12:00.000000000,2736.0
79,D5H4oSgxgSv8w8m8Eo3xxKMAHsbyzY8HjJ,51.0,0.0,120203362.0,,120203362.12154524,0.0,51.0,2021-06-03 15:41:00,2022-01-24 18:06:00,,,34,0.0906032727820909,51.0,100.0,0.0,100.0,235 days 02:25:00.000000000,,,,235.0,,,511503.6686023202,,,2022-01-24 18:06:00,168 days 22:54:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-03 15:41:00,2736 days 15:41:00.000000000,2736.0
80,DDpf4hhQ9KVDTRweFBAixuo6sjnnqjhofi,50.0,0.0,120203362.0,,120203362.12154524,0.0,50.0,2021-06-03 15:18:00,2022-01-24 18:07:00,,,34,0.0906032727820909,50.0,100.0,0.0,100.0,235 days 02:49:00.000000000,,,,235.0,,,511503.6686023202,,,2022-01-24 18:07:00,168 days 22:53:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-03 15:18:00,2736 days 15:18:00.000000000,2736.0
81,DEBKccoUBDUuqqwQiqHKbSGLfrrzADpgR1,50.0,0.0,120203362.0,,120203362.12154524,0.0,50.0,2021-06-03 14:24:00,2022-01-24 18:06:00,,,34,0.0906032727820909,50.0,100.0,0.0,100.0,235 days 03:42:00.000000000,,,,235.0,,,511503.6686023202,,,2022-01-24 18:06:00,168 days 22:54:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-03 14:24:00,2736 days 14:24:00.000000000,2736.0
82,DPPgfELC94eZuWBfXAQtMJTabpVuF33sY5,8.0,0.0,120000008.0,,120000008.04121222,0.0,8.0,2017-11-07 10:13:00,2022-01-01 20:25:00,,,34,0.09044999472375065,8.0,100.0,0.0,100.0,1516 days 10:12:00.000000000,,,,1516.0,,,79155.67812744869,,,2022-01-01 20:25:00,191 days 20:35:00.000000000,191.0,False,2013-12-06 00:00:00,2017-11-07 10:13:00,1432 days 10:13:00.000000000,1432.0
83,DN5Hp2kCkvCsdwr5SPmwHpiJgjKnC5wcT7,110.0,86.0,119812244.0,,1037933470.0412123,918121226.0412123,196.0,2021-05-21 11:05:00,2022-05-29 10:42:00,2021-05-21 11:08:00,2022-07-07 10:34:00,34,0.09030846762644154,24.0,56.12244897959183,43.87755102040816,12.244897959183673,372 days 23:37:00.000000000,411 days 23:26:00.000000000,-39 days +00:11:00.000000000,0 days 00:03:00.000000000,372.0,411.0,0.0,2790143.7366699255,2233871.596207329,556272.1404625964,2022-07-07 10:34:00,5 days 06:26:00.000000000,5.0,False,2013-12-06 00:00:00,2021-05-21 11:05:00,2723 days 11:05:00.000000000,2723.0
84,DFBx6m9YHYFHgrmYXmTh1YQTaZv7Z3Zd8x,57.0,0.0,119678813.0,,119678813.24000926,0.0,57.0,2021-06-03 18:32:00,2022-01-24 18:24:00,,,34,0.09020789402276325,57.0,100.0,0.0,100.0,234 days 23:52:00.000000000,,,,234.0,,,511447.91982909944,,,2022-01-24 18:24:00,168 days 22:36:00.000000000,168.0,False,2013-12-06 00:00:00,2021-06-03 18:32:00,2736 days 18:32:00.000000000,2736.0
85,D74RXL1RfBMzn2PcAjhCcyWtHJpmHgQtFm,847.0,1.0,118452681.0,,119152681.04121222,700000.0,848.0,2021-12-10 07:43:00,2022-07-12 02:04:00,2022-02-07 11:43:00,2022-02-07 11:43:00,34,0.08928369714328786,846.0,99.88207547169812,0.1179245283018868,99.76415094339622,213 days 18:21:00.000000000,0 days 00:00:00.000000000,213 days 18:21:00.000000000,59 days 04:00:00.000000000,213.0,0.0,59.0,559402.258409447,inf,-inf,2022-07-12 02:04:00,0 days 14:56:00.000000000,0.0,False,2013-12-06 00:00:00,2021-12-10 07:43:00,2926 days 07:43:00.000000000,2926.0
86,DMoonjyH1aHLZc1kksmikBUhjXromn1ZN4,35.0,11.0,116001032.0,,172001029.44121218,55999997.0,46.0,2014-02-21 23:15:00,2022-01-01 20:25:00,2014-03-04 13:02:00,2014-03-10 17:41:00,34,0.08743576694052914,24.0,76.08695652173914,23.91304347826087,52.17391304347826,2870 days 21:10:00.000000000,6 days 04:39:00.000000000,2864 days 16:31:00.000000000,10 days 13:47:00.000000000,2870.0,6.0,10.0,59930.67227916801,9333332.833333334,-9273402.161054166,2022-01-01 20:25:00,191 days 20:35:00.000000000,191.0,False,2013-12-06 00:00:00,2014-02-21 23:15:00,77 days 23:15:00.000000000,77.0
87,DPZRf5bQmLYuhZmKsz6BqKFrNcVhuzf95j,1350.0,1042.0,109026480.0,,523888895.7566336,414862415.7576337,2392.0,2021-01-29 18:51:00,2022-07-12 08:06:00,2021-02-05 09:20:00,2022-07-01 18:36:00,34,0.08217869902766263,308.0,56.438127090301,43.561872909699,12.876254180602006,528 days 13:15:00.000000000,511 days 09:16:00.000000000,17 days 03:59:00.000000000,6 days 14:29:00.000000000,528.0,511.0,6.0,992213.8177208969,811863.8273143517,180349.99040654523,2022-07-12 08:06:00,0 days 08:54:00.000000000,0.0,False,2013-12-06 00:00:00,2021-01-29 18:51:00,2611 days 18:51:00.000000000,2611.0
88,DTVQd2jrTzhq2Qth2vpKubzUeHGpRSCBjv,52.0,0.0,108295534.0,,108295534.34384628,0.0,52.0,2021-06-04 02:53:00,2022-03-24 11:54:00,,,34,0.08162774854903143,52.0,100.0,0.0,100.0,293 days 09:01:00.000000000,,,,293.0,,,369609.33223155723,,,2022-03-24 11:54:00,110 days 05:06:00.000000000,110.0,False,2013-12-06 00:00:00,2021-06-04 02:53:00,2737 days 02:53:00.000000000,2737.0
89,DFUBkwzf1zEhDghSUyjniNs6jA29CY82eJ,123.0,120.0,108267816.0,,785447948.8439286,677180132.8439286,243.0,2021-01-13 02:45:00,2022-06-24 10:02:00,2021-01-13 16:26:00,2022-06-19 08:42:00,34,0.08160685610914299,3.0,50.617283950617285,49.382716049382715,1.2345679012345678,527 days 07:17:00.000000000,521 days 16:16:00.000000000,5 days 15:01:00.000000000,0 days 13:41:00.000000000,527.0,521.0,0.0,1490413.565168745,1299769.9286831643,190643.6364855806,2022-06-24 10:02:00,18 days 06:58:00.000000000,18.0,False,2013-12-06 00:00:00,2021-01-13 02:45:00,2595 days 02:45:00.000000000,2595.0
90,DQ8KqJ4nQg4g2Qof2BsMj6HVau5N1iXLKX,48.0,0.0,107440221.0,,107440220.65666632,0.0,48.0,2021-06-04 06:18:00,2022-03-24 15:10:00,,,34,0.08098305645586794,48.0,100.0,0.0,100.0,293 days 08:52:00.000000000,,,,293.0,,,366690.17288964614,,,2022-03-24 15:10:00,110 days 01:50:00.000000000,110.0,False,2013-12-06 00:00:00,2021-06-04 06:18:00,2737 days 06:18:00.000000000,2737.0
91,DTJgZkCy5dzMUdj211VtSsoJkXUJPzNdDG,52.0,0.0,106328381.0,,106328380.56105874,0.0,52.0,2021-06-04 14:40:00,2022-03-25 13:44:00,,,34,0.0801450071606241,52.0,100.0,0.0,100.0,293 days 23:04:00.000000000,,,,293.0,,,362895.49679542234,,,2022-03-25 13:44:00,109 days 03:16:00.000000000,109.0,False,2013-12-06 00:00:00,2021-06-04 14:40:00,2737 days 14:40:00.000000000,2737.0
92,DN4VDmvdusJtL66evr1oXgmvHi37cCJDWh,47.0,0.0,105252554.0,,105252554.46926408,0.0,47.0,2021-06-04 17:02:00,2022-04-25 21:14:00,,,34,0.07933410266073718,47.0,100.0,0.0,100.0,325 days 04:12:00.000000000,,,,325.0,,,323854.0137515818,,,2022-04-25 21:14:00,77 days 19:46:00.000000000,77.0,False,2013-12-06 00:00:00,2021-06-04 17:02:00,2737 days 17:02:00.000000000,2737.0
